VIEW_SCHEMA,VIEW_NAME,TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Application_Key
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Service_Provider_Organisation_Key
NIAA,vw_Rangers_Activity_Staging,GPS,Fact_Activity,%Dim_Service_Provider_Organisation_Key
GPS,Grant Activity Milestone,GPS,Fact_Activity,%Dim_Legal_Entity_Organisation_Key
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Primary_Activity_Contact_Key
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Activity_Manager_Key
NIAA,vw_Rangers_Activity_Staging,GPS,Fact_Activity,%Dim_Activity_Manager_Key
GPS,Grant Activity,GPS,Fact_Activity,%Dim_Programme_Schedule_Manager_Key
GPS,Program Schedule,GPS,Fact_Activity,%Dim_Programme_Schedule_Manager_Key
CRM,Tag,CRM,pmc_metatag,pmc_metatagid
CRM,Tag,CRM,pmc_metatag,pmc_name
CRM,Engagement Metatag,CRM,pmc_metatag,pmc_name
CRM,Organisation Metatag,CRM,pmc_metatag,pmc_name
CRM,Contact Metatag,CRM,pmc_metatag,pmc_name
CRM,Tag,CRM,pmc_metatag,ownerid
ESS,CDP Job Plan Activity Detail,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,JobPlanID
ESS,CDP Job Plan Activity,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,JobPlanID
ESS,For NLP CDP Barrier,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,JobPlanID
ESS,CDP Barrier,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,JobPlanID
ESS,CDP Barrier Job Plan Activity Link,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,JobPlanID
ESS,CDP Barrier Job Plan Activity Link,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,ActivityID
ESS,CDP Barrier,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,ActivityID
ESS,For NLP CDP Barrier,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,ActivityID
ESS,CDP Job Plan Activity,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,ActivityID
ESS,CDP Job Plan Activity Detail,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,ActivityID
ESS,CDP Job Plan Activity Detail,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,IsActive
ESS,CDP Job Plan Activity,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,IsActive
ESS,For NLP CDP Barrier,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,IsActive
ESS,CDP Barrier,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,IsActive
ESS,CDP Barrier Job Plan Activity Link,ESS,SUB840_JP_JOB_PLAN_ACTIVITY_NIAA,IsActive
GAR,Grant Activity Review,FUSION,Grant Activity,Grant Activity Id
FUSION,Activity Approval Verification - not linked,FUSION,Grant Activity,Grant Activity Id
FUSION,Activity Linking Table,FUSION,Grant Activity,Grant Activity Id
CTG,Grant Activity - Closing the Gap,FUSION,Grant Activity,Grant Activity Id
NIAA,vw_Rangers_Activity_Staging,FUSION,Grant Activity,Grant Activity Id
ESS,Performance Report Assessment,FUSION,Grant Activity,Grant Activity Id
NIAA,Program Tracker,FUSION,Grant Activity,Grant Activity Id
GRANTS,Activity Approval,FUSION,Grant Activity,Grant Activity Id
GRANTS,Funding Decision,FUSION,Grant Activity,Grant Activity Id
SCSO,Mail Merge,FUSION,Grant Activity,Source Organisation Id
ESS,Performance Report Assessment,FUSION,Grant Activity,Organisation Id
FUSION,Activity Approval Verification - not linked,FUSION,Grant Activity,Organisation Id
NIAA,xOrganisation Debt,FUSION,Grant Activity,Organisation Id
FUSION,Activity Linking Table,FUSION,Grant Activity,PMC Region Id
IAM,GMU Director,FUSION,Grant Activity,PMC Region Id
CTG,Grant Activity - Closing the Gap,FUSION,Grant Activity,Programme Id
GRANTS,Funding Decision,FUSION,Grant Activity,Grant Activity
GRANTS,Funding Decision,FUSION,Grant Activity,Activity Id
GRANTS,Activity Approval,FUSION,Grant Activity,Activity Id
NIAA,Program Tracker,FUSION,Grant Activity,Activity Id
CTG,Grant Activity - Closing the Gap,FUSION,Grant Activity,Activity Id
FUSION,Activity Linking Table,FUSION,Grant Activity,Activity Id
NIAA,xOrganisation Debt,FUSION,Grant Activity,Activity Id
GAR,Grant Activity Review,FUSION,Grant Activity,Activity Id
FUSION,Activity Approval Verification - not linked,FUSION,Grant Activity,Activity Id
NIAA,vw_Rangers_Activity_Staging,FUSION,Grant Activity,Activity Id
FUSION,Activity Approval Verification - not linked,FUSION,Grant Activity,Activity Start Date
GRANTS,Activity Approval,FUSION,Grant Activity,Activity Start Date
IAM,GMU Director,FUSION,Grant Activity,Source Status Group
IAM,GMU Director,FUSION,Grant Activity,Activity Manager Email
FUSION,Activity Linking Table,FUSION,Grant Activity,Engagement Office Id
NIAA,vw_Rangers_Activity_Staging,FUSION,Grant Activity,Engagement Office
NIAA,vw_Rangers_Activity_Staging,FUSION,Grant Activity,Engagement Officer
NIAA,vw_Rangers_Activity_Staging,FUSION,Grant Activity,Engagement Officer Email
FUSION,Activity Approval Verification - not linked,FUSION,Grant Activity,Total Funding Amount
GPS,Grant Activity Acquittal,GPS,Fact_Activity_Financial,%Dim_Programme_Schedule_Activity_Key
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,%Dim_Programme_Schedule_Activity_Key
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Finanical Year
GPS,Grant Activity Acquittal,GPS,Fact_Activity_Financial,Activity Finanical Year
GPS,Grant Activity Acquittal,GPS,Fact_Activity_Financial,Activity Base Value Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Agreement Value Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Expenditure GST Amount
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Expenditure Amount Inc GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Expenditure Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Brought Forward Amount Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Variation Amount Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Written Back Amount Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Value Ex GST
GPS,Grant Activity Acquittal,GPS,Fact_Activity_Financial,Activity Value Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Expected Expenditure Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,Activity Remaining Expenditure Ex GST
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,%Dim_Activity_Financial_Key
GPS,Grant Activity Financial,GPS,Fact_Activity_Financial,GPS File Processed Date
FUSION,Grant Application Note,FUSION,pmc_applicationnote,pmc_applicationnoteid
FUSION,Grant Application Note,FUSION,pmc_applicationnote,pmc_fofmsapplicationnote
FUSION,Grant Application Note,FUSION,pmc_applicationnote,pmc_fofmscreatedby
FUSION,Grant Application Note,FUSION,pmc_applicationnote,pmc_fofmscreateddate
FUSION,Grant Application Note,FUSION,pmc_applicationnote,pmc_fofmsnotetypename
FUSION,Grant Application Note,FUSION,pmc_applicationnote,pmc_grantapplicationid
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_activitykpiassessmentid
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_activitykpiid
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_activitykpiidname
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_displayorder
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_kpicodeid
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_kpicodeidname
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_name
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_notescomments
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_performancereportassessmentid
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_ratingid
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,pmc_ratingidname
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,statecodename
FUSION,Grant Activity KPI Assessment,FUSION,pmc_activitykpiassessment,statuscodename
ESS,For NLP CDP Job Plan Assistance,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,EFFECTIVE_START_DATE
ESS,For NLP CDP Job Plan Assistance,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,JobPlanID
ESS,For NLP CDP Barrier,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,JobPlanID
ESS,CDP Job Plan Assistance,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,JobPlanID
ESS,CDP Barrier,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,JobPlanID
ESS,CDP Barrier Job Plan Assistance Link,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,JobPlanID
ESS,CDP Barrier Job Plan Assistance Link,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,AssistanceID
ESS,CDP Barrier,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,AssistanceID
ESS,CDP Job Plan Assistance,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,AssistanceID
ESS,For NLP CDP Barrier,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,AssistanceID
ESS,For NLP CDP Job Plan Assistance,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,AssistanceID
ESS,For NLP CDP Barrier,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,IsActive
ESS,CDP Job Plan Assistance,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,IsActive
ESS,CDP Barrier,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,IsActive
ESS,CDP Barrier Job Plan Assistance Link,ESS,SUB841_JP_JOB_PLAN_ASSISTANCE_NIAA,IsActive
CTG,Grant Activity - Closing the Gap,FUSION,Grant Activity Coding Old,Grant Activity Coding Id
CTG,Grant Activity - Closing the Gap,FUSION,Grant Activity Coding Old,Grant Activity Id
GPS,Grant Activity Milestone,GPS,Fact_Activity_Milestone,%Dim_Programme_Schedule_Activity_Key
GPS,Grant Activity Milestone Derived History,GPS,Fact_Activity_Milestone,%Dim_Programme_Schedule_Activity_Key
GPS,Grant Activity Milestone Derived History,GPS,Fact_Activity_Milestone,%Dim_Activity_Milestone_Key
GPS,Grant Activity Milestone,GPS,Fact_Activity_Milestone,%Dim_Activity_Milestone_Key
GPS,Grant Activity Milestone,GPS,Fact_Activity_Milestone,Milestone Actual Amount Ex GST
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,qgs_fid
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,geom
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,mb_code16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,mb_cat16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,sa1_main16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,sa2_main16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,sa2_name16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,sa3_code16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,sa3_name16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,sa4_code16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,sa4_name16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,gcc_code16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,gcc_name16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,ste_code16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,ste_name16
ASGS,MB 2016,ASGS,MB_2016_AUST_GDA94,areasqkm16
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_acceptrecommendationname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_activitydescription
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_activitymanager
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_activitymanagername
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_activitymanageroffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_application
FUSION,Activity Approval Verification - not linked,FUSION,pmc_fundingdecision,pmc_application
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_applicationname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_applicationsfundingoutcomeupdatedingpsname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_approvaltypename
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_approvedenddate
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_approvedorganisation
FUSION,Activity Approval Verification - not linked,FUSION,pmc_fundingdecision,pmc_approvedorganisation
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_approvedorganisationname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_assessmentprocessname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_authorisedtotalfunding
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_businessareacomments
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_businessareafirstnotifiedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_businessareaname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_businessareanotifiedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_businessarearespondedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_businessareauserid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_businessareauseridname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ceasingactivityassessment
FUSION,Activity Approval Verification - not linked,FUSION,pmc_fundingdecision,pmc_ceasingactivityassessment
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ceasingactivityassessmentname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_clearedbyid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_clearedbyidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_clearedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_comments
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_created_fromname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ctgoutcomeoneid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ctgoutcomeoneidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ctgoutcomethreeid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ctgoutcomethreeidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ctgoutcometwoid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_ctgoutcometwoidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_currentgrantactivityid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_currentorganisation
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_currentorganisationname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_dateoffermade
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_dateprovidersigned
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_dateproviderwasnotified
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_datereceivedbyengagementoffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_deactivationdescription
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_decisiondate
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_decisionenteredby
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_decisionenteredbyname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegate
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegateapproverlevel
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegateapproveroffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegatecomment
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegatecommentsandfundingdecisionreviewename
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegatedecision_fund_nofundname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegateminister
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_delegatename
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_describehowthepreferenceforindigenousentitie
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_detailsofconflictandhowniaawillmanagethis
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_doesitneedbusinessareareviewname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftagreementcomments
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftagreementstatusname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftbusinesscomments
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftcompletedbyid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftcompletedbyidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftcompletedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftstageengagementoffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftstagegmuoffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_draftstageprogramareaoffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_eligibleunderthenationalredressschemename
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_empoweredcommunity
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_empoweredcommunityname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_engagementoffice
FUSION,Activity Linking Table,FUSION,pmc_fundingdecision,pmc_engagementoffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_engagementofficecount
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_engagementofficename
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_engagementofficer
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_engagementofficername
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_engagementofficeroffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_executecompletedbyid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_executecompletedbyidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_executecompletedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_expectedbenefitsandoutcomes
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingagreementdraftedname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingbrief
FUSION,Funding Decision Audit,FUSION,pmc_fundingdecision,pmc_fundingbrief
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingbriefname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingbriefstage
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingdecisiondocumentlinks
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingdecisionid
FUSION,Activity Linking Table,FUSION,pmc_fundingdecision,pmc_fundingdecisionid
FUSION,Activity Approval Verification - not linked,FUSION,pmc_fundingdecision,pmc_fundingdecisionid
FUSION,Funding Decision Audit,FUSION,pmc_fundingdecision,pmc_fundingdecisionid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingdecisionidnumber
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingofferexecuted
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_fundingofferexecutedname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_gmupeerreviewcount
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_grantactivity
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_grantactivityname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_grantagreementreceivedfromprovider
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_hastheapplicantdeclaredthereisacoiname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_isrebriefingrequiredname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_isthedelegatetheministername
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_keyissuesandrisk
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_legalagreementexecutiondate
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_majorchangescount
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_majorchangesfirstnotifiedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_managingoffice
FUSION,Activity Linking Table,FUSION,pmc_fundingdecision,pmc_managingoffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_managingofficename
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_meetsassessmentcriterianame
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_name
FUSION,Funding Decision Audit,FUSION,pmc_fundingdecision,pmc_name
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_negotiationcompletedname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_negotiationnotes
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_negotiationstatusname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_notapplicablereason
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_notifycompletedbyid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_notifycompletedbyidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_notifycompletedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_notifyprovidermethodname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offercomments
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offercompletedbyid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offercompletedbyidname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offercompletedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offermade
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offermadename
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offerrequiresfollowup
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offerstageprogramareaoffice
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_offerstatusname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_onholdname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_onholdreason
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_pendingactionfromname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_plannedactivity
FUSION,Planned Investment Financial,FUSION,pmc_fundingdecision,pmc_plannedactivity
FUSION,Planned Investment,FUSION,pmc_fundingdecision,pmc_plannedactivity
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_plannedactivityname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_previousdecision
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_previousdecisionname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_previousfundingbrief
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_previousfundingbriefexistsname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_previousfundingbriefname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_processstage
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_programareacomments
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_programareacount
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_programareanotifiedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_programarearespondedon
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_programareauserid
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_programareauseridname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_programownerdecisionname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_projecttitle
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_proposedenddate
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_proposedgrantactivity
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_proposedgrantactivityname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_proposedorganisation
FUSION,Activity Approval Verification - not linked,FUSION,pmc_fundingdecision,pmc_proposedorganisation
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_proposedorganisationname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_providerhasbeennotified_yesnonaname
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_providerquestiondate
FUSION,Funding Decision,FUSION,pmc_fundingdecision,pmc_qacompletedname
